Order_ID,Order_Date,Customer_ID,Employee_ID,City,Category,Product,Quantity,Gross_Sales,Discount,Net_Sales,Cost,Profit,Status,TAT_Hours,Delivery_Date,Month,Month_No,Quarter
ORD00384,2025-01-20,CUST0137,EMP009,Bengaluru,Electronics,Power Bank,3,18468.48,0.0,18468.48,11222.09,7246.39,Cancelled,1,2025-01-20 01:00:00,Jan,1,Q1
ORD00385,2025-11-17,CUST0266,EMP006,Chennai,Beauty,Face Wash,7,37215.78,0.1,33494.2,27803.57,5690.63,Completed,24,2025-11-18 00:00:00,Nov,11,Q4
ORD00386,2025-09-21,CUST0187,EMP008,Delhi,Fashion,T-Shirt,7,5824.21,0.1,5241.79,3398.8,1842.99,Pending,2,2025-09-21 02:00:00,Sep,9,Q3
ORD00387,2025-05-22,CUST0040,EMP007,Chennai,Home & Kitchen,Water Bottle,2,3936.0,0.15,3345.6,2500.92,844.68,Completed,29,2025-05-23 05:00:00,May,5,Q2
ORD00388,2025-05-23,CUST0167,EMP009,Bengaluru,Electronics,Headphones,3,6721.02,0.15,5712.87,4090.06,1622.81,Completed,34,2025-05-24 10:00:00,May,5,Q2
ORD00389,2025-04-02,CUST0260,EMP004,Chennai,Home & Kitchen,Water Bottle,4,28379.6,0.0,28379.6,16094.67,12284.93,Pending,16,2025-04-02 16:00:00,Apr,4,Q2
ORD00390,2025-12-20,CUST0143,EMP002,Mumbai,Beauty,Hair Dryer,1,4017.72,0.0,4017.72,3459.0,558.72,Completed,35,2025-12-21 11:00:00,Dec,12,Q4
ORD00391,2025-11-18,CUST0204,EMP007,Pune,Fashion,T-Shirt,7,29505.14,0.1,26554.63,19225.14,7329.49,Completed,13,2025-11-18 13:00:00,Nov,11,Q4
ORD00392,2025-10-15,CUST0176,EMP006,Delhi,Fashion,Sneakers,6,47738.16,0.05,45351.25,29807.97,15543.28,Completed,26,2025-10-16 02:00:00,Oct,10,Q4
ORD00393,2025-08-03,CUST0262,EMP001,Ahmedabad,Fashion,T-Shirt,3,16409.01,0.1,14768.11,8893.09,5875.02,Completed,9,2025-08-03 09:00:00,Aug,8,Q3
ORD00394,2025-12-08,CUST0252,EMP009,Ahmedabad,Beauty,Perfume,4,30615.52,0.0,30615.52,20258.71,10356.81,Delayed,70,2025-12-10 22:00:00,Dec,12,Q4
ORD00395,2025-02-20,CUST0200,EMP009,Mumbai,Office Supplies,Calculator,1,3961.85,0.1,3565.66,1985.25,1580.41,Completed,31,2025-02-21 07:00:00,Feb,2,Q1
ORD00396,2025-06-02,CUST0199,EMP002,Mumbai,Office Supplies,Calculator,6,8386.74,0.1,7548.07,5057.01,2491.06,Completed,33,2025-06-03 09:00:00,Jun,6,Q2
ORD00397,2025-07-05,CUST0196,EMP003,Bengaluru,Home & Kitchen,Mixer Grinder,3,23744.88,0.1,21370.39,15501.87,5868.52,Pending,6,2025-07-05 06:00:00,Jul,7,Q3
ORD00398,2025-03-04,CUST0077,EMP005,Bengaluru,Office Supplies,Desk Organizer,2,7960.38,0.1,7164.34,6001.68,1162.66,Delayed,56,2025-03-06 08:00:00,Mar,3,Q1
ORD00399,2025-07-09,CUST0019,EMP005,Ahmedabad,Office Supplies,Calculator,2,3333.24,0.1,2999.92,2330.44,669.48,Completed,35,2025-07-10 11:00:00,Jul,7,Q3
ORD00400,2025-05-05,CUST0062,EMP001,Mumbai,Fashion,Jeans,2,5350.0,0.05,5082.5,2982.52,2099.98,Completed,37,2025-05-06 13:00:00,May,5,Q2
ORD00401,2025-05-30,CUST0281,EMP008,Mumbai,Fashion,Jeans,7,4019.4,0.0,4019.4,2406.64,1612.76,Completed,44,2025-05-31 20:00:00,May,5,Q2
ORD00402,2025-11-10,CUST0250,EMP008,Ahmedabad,Home & Kitchen,Cookware Set,4,16241.24,0.0,16241.24,11227.26,5013.98,Completed,47,2025-11-11 23:00:00,Nov,11,Q4
ORD00403,2025-02-27,CUST0227,EMP004,Hyderabad,Electronics,Wireless Mouse,2,14547.24,0.05,13819.88,8493.47,5326.41,Cancelled,13,2025-02-27 13:00:00,Feb,2,Q1
ORD00404,2025-12-08,CUST0127,EMP007,Hyderabad,Home & Kitchen,Table Lamp,7,55617.8,0.05,52836.91,29545.89,23291.02,Completed,34,2025-12-09 10:00:00,Dec,12,Q4
ORD00405,2025-11-01,CUST0058,EMP010,Kolkata,Home & Kitchen,Mixer Grinder,5,39686.15,0.1,35717.54,29133.19,6584.35,Delayed,56,2025-11-03 08:00:00,Nov,11,Q4
ORD00406,2025-06-29,CUST0204,EMP003,Pune,Beauty,Shampoo,7,8369.69,0.05,7951.21,4424.39,3526.82,Completed,44,2025-06-30 20:00:00,Jun,6,Q2
ORD00407,2025-06-19,CUST0243,EMP006,Mumbai,Beauty,Hair Dryer,1,3340.15,0.1,3006.14,2477.44,528.7,Completed,24,2025-06-20 00:00:00,Jun,6,Q2
ORD00408,2025-11-22,CUST0252,EMP010,Chennai,Home & Kitchen,Mixer Grinder,7,2699.97,0.2,2159.98,1290.71,869.27,Completed,19,2025-11-22 19:00:00,Nov,11,Q4
ORD00409,2025-09-28,CUST0199,EMP010,Delhi,Home & Kitchen,Storage Box,4,29162.52,0.05,27704.39,24148.36,3556.03,Pending,15,2025-09-28 15:00:00,Sep,9,Q3
ORD00410,2025-02-23,CUST0240,EMP009,Hyderabad,Home & Kitchen,Cookware Set,6,18873.66,0.0,18873.66,14141.63,4732.03,Completed,46,2025-02-24 22:00:00,Feb,2,Q1
ORD00411,2025-04-11,CUST0139,EMP001,Ahmedabad,Office Supplies,Desk Organizer,7,37938.81,0.0,37938.81,30068.19,7870.62,Pending,9,2025-04-11 09:00:00,Apr,4,Q2
ORD00412,2025-09-21,CUST0122,EMP005,Bengaluru,Beauty,Moisturizer,2,12238.8,0.1,11014.92,6459.81,4555.11,Completed,22,2025-09-21 22:00:00,Sep,9,Q3
ORD00413,2025-02-22,CUST0049,EMP004,Mumbai,Home & Kitchen,Water Bottle,1,3739.2,0.05,3552.24,2964.32,587.92,Completed,35,2025-02-23 11:00:00,Feb,2,Q1
ORD00414,2025-03-01,CUST0115,EMP008,Chennai,Fashion,Jacket,3,8126.37,0.0,8126.37,6719.97,1406.4,Completed,18,2025-03-01 18:00:00,Mar,3,Q1
ORD00415,2025-04-18,CUST0251,EMP001,Delhi,Fashion,Sneakers,2,16368.96,0.1,14732.06,11277.21,3454.85,Pending,19,2025-04-18 19:00:00,Apr,4,Q2
ORD00416,2025-01-05,CUST0007,EMP009,Chennai,Office Supplies,File Folder,1,8203.48,0.0,8203.48,5871.65,2331.83,Completed,14,2025-01-05 14:00:00,Jan,1,Q1
ORD00417,2025-04-13,CUST0219,EMP006,Kolkata,Office Supplies,File Folder,5,12833.95,0.1,11550.56,9102.9,2447.66,Pending,18,2025-04-13 18:00:00,Apr,4,Q2
ORD00418,2025-07-15,CUST0077,EMP004,Chennai,Electronics,Keyboard,3,12464.61,0.1,11218.15,6191.93,5026.22,Completed,32,2025-07-16 08:00:00,Jul,7,Q3
ORD00419,2025-09-19,CUST0179,EMP009,Bengaluru,Electronics,Keyboard,5,41366.25,0.15,35161.31,26212.95,8948.36,Completed,48,2025-09-21 00:00:00,Sep,9,Q3
ORD00420,2025-12-31,CUST0145,EMP005,Hyderabad,Electronics,Wireless Mouse,6,1143.9,0.0,1143.9,949.03,194.87,Completed,7,2025-12-31 07:00:00,Dec,12,Q4
ORD00421,2025-12-16,CUST0154,EMP005,Chennai,Office Supplies,Desk Organizer,1,3595.86,0.2,2876.69,1920.99,955.7,Completed,39,2025-12-17 15:00:00,Dec,12,Q4
ORD00422,2025-02-16,CUST0121,EMP005,Delhi,Office Supplies,Notebook,5,4944.1,0.15,4202.49,2461.55,1740.94,Completed,26,2025-02-17 02:00:00,Feb,2,Q1
ORD00423,2025-12-21,CUST0124,EMP001,Hyderabad,Office Supplies,File Folder,6,26408.82,0.05,25088.38,17283.12,7805.26,Completed,18,2025-12-21 18:00:00,Dec,12,Q4
ORD00424,2025-11-07,CUST0150,EMP001,Kolkata,Fashion,Jacket,1,355.99,0.0,355.99,281.21,74.78,Delayed,58,2025-11-09 10:00:00,Nov,11,Q4
ORD00425,2025-11-04,CUST0268,EMP008,Kolkata,Office Supplies,Calculator,1,3547.6,0.05,3370.22,1972.96,1397.26,Cancelled,9,2025-11-04 09:00:00,Nov,11,Q4
ORD00426,2025-05-24,CUST0001,EMP008,Pune,Fashion,Jeans,5,9964.2,0.15,8469.57,5234.16,3235.41,Cancelled,9,2025-05-24 09:00:00,May,5,Q2
ORD00427,2025-09-26,CUST0161,EMP006,Bengaluru,Electronics,USB Hub,1,4603.12,0.15,3912.65,2342.47,1570.18,Cancelled,17,2025-09-26 17:00:00,Sep,9,Q3
ORD00428,2025-05-04,CUST0244,EMP004,Hyderabad,Electronics,USB Hub,2,16933.1,0.1,15239.79,12389.84,2849.95,Completed,43,2025-05-05 19:00:00,May,5,Q2
ORD00429,2025-04-16,CUST0251,EMP002,Kolkata,Electronics,USB Hub,1,6834.48,0.2,5467.58,3120.65,2346.93,Delayed,78,2025-04-19 06:00:00,Apr,4,Q2
ORD00430,2025-06-07,CUST0064,EMP002,Kolkata,Home & Kitchen,Storage Box,4,28844.44,0.0,28844.44,22399.83,6444.61,Completed,25,2025-06-08 01:00:00,Jun,6,Q2
ORD00431,2025-05-27,CUST0299,EMP009,Hyderabad,Home & Kitchen,Table Lamp,6,32726.76,0.0,32726.76,21957.39,10769.37,Completed,17,2025-05-27 17:00:00,May,5,Q2
ORD00432,2025-05-25,CUST0248,EMP005,Chennai,Beauty,Hair Dryer,1,497.02,0.2,397.62,317.86,79.76,Completed,20,2025-05-25 20:00:00,May,5,Q2
ORD00433,2025-04-30,CUST0297,EMP004,Ahmedabad,Beauty,Hair Dryer,4,7507.04,0.15,6380.98,5540.26,840.72,Pending,3,2025-04-30 03:00:00,Apr,4,Q2
ORD00434,2025-11-15,CUST0115,EMP010,Delhi,Beauty,Face Wash,1,7874.29,0.1,7086.86,4165.66,2921.2,Delayed,66,2025-11-17 18:00:00,Nov,11,Q4
ORD00435,2025-10-02,CUST0295,EMP001,Chennai,Home & Kitchen,Storage Box,1,3207.04,0.15,2725.98,1782.1,943.88,Completed,18,2025-10-02 18:00:00,Oct,10,Q4
ORD00436,2025-04-02,CUST0001,EMP007,Delhi,Home & Kitchen,Water Bottle,5,5076.85,0.25,3807.64,3112.14,695.5,Pending,9,2025-04-02 09:00:00,Apr,4,Q2
ORD00437,2025-02-27,CUST0041,EMP003,Kolkata,Beauty,Face Wash,2,12030.16,0.15,10225.64,6522.24,3703.4,Completed,27,2025-02-28 03:00:00,Feb,2,Q1
ORD00438,2025-12-12,CUST0173,EMP006,Kolkata,Beauty,Perfume,6,15902.82,0.15,13517.4,8394.17,5123.23,Completed,15,2025-12-12 15:00:00,Dec,12,Q4
ORD00439,2025-08-17,CUST0088,EMP005,Bengaluru,Office Supplies,File Folder,2,4789.92,0.15,4071.43,3348.24,723.19,Cancelled,22,2025-08-17 22:00:00,Aug,8,Q3
ORD00440,2025-04-27,CUST0098,EMP005,Hyderabad,Beauty,Moisturizer,3,25449.33,0.0,25449.33,22286.92,3162.41,Completed,45,2025-04-28 21:00:00,Apr,4,Q2
ORD00441,2025-11-14,CUST0088,EMP005,Mumbai,Office Supplies,Desk Organizer,5,36577.3,0.15,31090.7,22813.44,8277.26,Completed,45,2025-11-15 21:00:00,Nov,11,Q4
ORD00442,2025-10-06,CUST0251,EMP001,Kolkata,Fashion,Sneakers,5,17781.4,0.0,17781.4,11411.32,6370.08,Completed,34,2025-10-07 10:00:00,Oct,10,Q4
ORD00443,2025-05-07,CUST0141,EMP001,Delhi,Home & Kitchen,Cookware Set,2,16670.36,0.2,13336.29,9089.04,4247.25,Delayed,89,2025-05-10 17:00:00,May,5,Q2
ORD00444,2025-05-09,CUST0071,EMP003,Delhi,Beauty,Shampoo,7,39049.15,0.1,35144.24,21302.44,13841.8,Pending,9,2025-05-09 09:00:00,May,5,Q2
ORD00445,2025-02-27,CUST0137,EMP010,Ahmedabad,Home & Kitchen,Table Lamp,5,31729.45,0.1,28556.5,22885.83,5670.67,Completed,12,2025-02-27 12:00:00,Feb,2,Q1
ORD00446,2025-05-02,CUST0099,EMP004,Ahmedabad,Home & Kitchen,Storage Box,2,826.26,0.1,743.63,598.81,144.82,Completed,17,2025-05-02 17:00:00,May,5,Q2
ORD00447,2025-01-01,CUST0151,EMP005,Chennai,Home & Kitchen,Table Lamp,5,5827.0,0.0,5827.0,4887.63,939.37,Completed,22,2025-01-01 22:00:00,Jan,1,Q1
ORD00448,2025-08-27,CUST0175,EMP002,Chennai,Fashion,Jacket,1,5436.26,0.05,5164.45,2885.79,2278.66,Completed,34,2025-08-28 10:00:00,Aug,8,Q3
ORD00449,2025-10-17,CUST0167,EMP008,Kolkata,Electronics,Power Bank,2,15313.7,0.25,11485.28,8446.89,3038.39,Cancelled,7,2025-10-17 07:00:00,Oct,10,Q4
ORD00450,2025-04-06,CUST0257,EMP002,Kolkata,Beauty,Shampoo,2,10716.52,0.25,8037.39,4988.84,3048.55,Cancelled,23,2025-04-06 23:00:00,Apr,4,Q2
ORD00451,2025-05-06,CUST0224,EMP009,Pune,Electronics,Wireless Mouse,4,5076.44,0.05,4822.62,3194.94,1627.68,Completed,42,2025-05-07 18:00:00,May,5,Q2
ORD00452,2025-04-28,CUST0065,EMP002,Delhi,Electronics,Keyboard,5,5583.0,0.25,4187.25,3387.63,799.62,Completed,29,2025-04-29 05:00:00,Apr,4,Q2
ORD00453,2025-02-17,CUST0069,EMP009,Bengaluru,Electronics,USB Hub,5,35994.75,0.15,30595.54,18766.42,11829.12,Completed,11,2025-02-17 11:00:00,Feb,2,Q1
ORD00454,2025-03-30,CUST0067,EMP007,Hyderabad,Home & Kitchen,Water Bottle,2,2626.34,0.1,2363.71,1797.96,565.75,Completed,27,2025-03-31 03:00:00,Mar,3,Q1
ORD00455,2025-08-25,CUST0050,EMP008,Hyderabad,Office Supplies,Desk Organizer,1,4493.94,0.0,4493.94,3442.39,1051.55,Pending,11,2025-08-25 11:00:00,Aug,8,Q3
ORD00456,2025-09-29,CUST0091,EMP002,Ahmedabad,Home & Kitchen,Mixer Grinder,1,459.9,0.2,367.92,318.2,49.72,Completed,22,2025-09-29 22:00:00,Sep,9,Q3
ORD00457,2025-07-08,CUST0115,EMP007,Hyderabad,Home & Kitchen,Cookware Set,6,4941.54,0.1,4447.39,3583.72,863.67,Pending,8,2025-07-08 08:00:00,Jul,7,Q3
ORD00458,2025-07-11,CUST0057,EMP006,Delhi,Electronics,Wireless Mouse,1,5764.11,0.2,4611.29,3759.12,852.17,Completed,25,2025-07-12 01:00:00,Jul,7,Q3
ORD00459,2025-03-10,CUST0018,EMP004,Chennai,Home & Kitchen,Table Lamp,5,29523.3,0.15,25094.8,18204.48,6890.32,Completed,12,2025-03-10 12:00:00,Mar,3,Q1
ORD00460,2025-10-05,CUST0272,EMP007,Bengaluru,Electronics,Wireless Mouse,7,21008.89,0.15,17857.56,10922.36,6935.2,Completed,47,2025-10-06 23:00:00,Oct,10,Q4
ORD00461,2025-12-15,CUST0130,EMP004,Hyderabad,Office Supplies,Notebook,4,7801.36,0.1,7021.22,4847.7,2173.52,Completed,7,2025-12-15 07:00:00,Dec,12,Q4
ORD00462,2025-09-04,CUST0269,EMP002,Delhi,Beauty,Face Wash,2,13888.96,0.05,13194.51,9649.56,3544.95,Completed,40,2025-09-05 16:00:00,Sep,9,Q3
ORD00463,2025-03-17,CUST0080,EMP010,Mumbai,Electronics,Keyboard,3,5888.43,0.05,5594.01,4329.08,1264.93,Completed,11,2025-03-17 11:00:00,Mar,3,Q1
ORD00464,2025-06-03,CUST0299,EMP007,Kolkata,Office Supplies,Pen Set,4,18703.72,0.05,17768.53,13336.06,4432.47,Completed,4,2025-06-03 04:00:00,Jun,6,Q2
ORD00465,2025-05-24,CUST0202,EMP008,Pune,Beauty,Hair Dryer,7,57641.78,0.0,57641.78,39197.14,18444.64,Completed,31,2025-05-25 07:00:00,May,5,Q2
ORD00466,2025-03-27,CUST0225,EMP002,Pune,Fashion,T-Shirt,3,4153.71,0.1,3738.34,2383.39,1354.95,Pending,21,2025-03-27 21:00:00,Mar,3,Q1
ORD00467,2025-07-04,CUST0159,EMP005,Hyderabad,Electronics,Headphones,4,32025.28,0.1,28822.75,17452.64,11370.11,Completed,39,2025-07-05 15:00:00,Jul,7,Q3
ORD00468,2025-10-12,CUST0204,EMP001,Chennai,Electronics,USB Hub,1,1677.16,0.2,1341.73,1045.17,296.56,Cancelled,15,2025-10-12 15:00:00,Oct,10,Q4
ORD00469,2025-08-08,CUST0137,EMP007,Pune,Fashion,T-Shirt,5,24440.75,0.0,24440.75,18647.84,5792.91,Completed,8,2025-08-08 08:00:00,Aug,8,Q3
ORD00470,2025-03-10,CUST0073,EMP008,Pune,Fashion,T-Shirt,7,23086.07,0.1,20777.46,16140.61,4636.85,Completed,27,2025-03-11 03:00:00,Mar,3,Q1
ORD00471,2025-02-16,CUST0048,EMP006,Ahmedabad,Electronics,Keyboard,3,24621.45,0.0,24621.45,16568.61,8052.84,Completed,21,2025-02-16 21:00:00,Feb,2,Q1
ORD00472,2025-04-04,CUST0018,EMP005,Pune,Fashion,Jacket,7,17038.56,0.0,17038.56,10846.65,6191.91,Delayed,49,2025-04-06 01:00:00,Apr,4,Q2
ORD00473,2025-08-26,CUST0267,EMP006,Pune,Home & Kitchen,Mixer Grinder,4,13948.56,0.0,13948.56,11168.72,2779.84,Delayed,88,2025-08-29 16:00:00,Aug,8,Q3
ORD00474,2025-07-23,CUST0019,EMP002,Hyderabad,Beauty,Face Wash,5,41784.4,0.15,35516.74,28601.76,6914.98,Completed,16,2025-07-23 16:00:00,Jul,7,Q3
ORD00475,2025-08-06,CUST0100,EMP001,Ahmedabad,Beauty,Hair Dryer,7,32406.71,0.0,32406.71,22696.15,9710.56,Completed,8,2025-08-06 08:00:00,Aug,8,Q3
ORD00476,2025-12-07,CUST0116,EMP007,Delhi,Beauty,Moisturizer,3,13040.88,0.15,11084.75,8334.94,2749.81,Completed,33,2025-12-08 09:00:00,Dec,12,Q4
ORD00477,2025-02-08,CUST0074,EMP007,Bengaluru,Home & Kitchen,Table Lamp,2,4604.9,0.05,4374.66,2945.29,1429.37,Completed,4,2025-02-08 04:00:00,Feb,2,Q1
ORD00478,2025-04-10,CUST0280,EMP010,Bengaluru,Fashion,Jacket,4,24025.56,0.2,19220.45,15023.52,4196.93,Pending,17,2025-04-10 17:00:00,Apr,4,Q2
ORD00479,2025-10-16,CUST0269,EMP010,Chennai,Office Supplies,File Folder,2,540.02,0.15,459.02,379.05,79.97,Completed,21,2025-10-16 21:00:00,Oct,10,Q4
ORD00480,2025-09-11,CUST0125,EMP002,Delhi,Fashion,Jacket,1,563.43,0.25,422.57,328.39,94.18,Completed,8,2025-09-11 08:00:00,Sep,9,Q3
ORD00481,2025-08-10,CUST0116,EMP002,Kolkata,Electronics,Wireless Mouse,2,10309.28,0.2,8247.42,5931.15,2316.27,Pending,11,2025-08-10 11:00:00,Aug,8,Q3
ORD00482,2025-12-23,CUST0174,EMP001,Mumbai,Beauty,Hair Dryer,2,6005.96,0.2,4804.77,3369.86,1434.91,Cancelled,14,2025-12-23 14:00:00,Dec,12,Q4
ORD00483,2025-01-23,CUST0181,EMP010,Bengaluru,Fashion,Backpack,6,48661.14,0.2,38928.91,29662.49,9266.42,Delayed,96,2025-01-27 00:00:00,Jan,1,Q1
ORD00484,2025-09-07,CUST0226,EMP008,Mumbai,Office Supplies,Desk Organizer,4,30766.56,0.1,27689.9,21441.33,6248.57,Completed,28,2025-09-08 04:00:00,Sep,9,Q3
ORD00485,2025-01-10,CUST0157,EMP008,Bengaluru,Electronics,USB Hub,1,6109.45,0.0,6109.45,4486.66,1622.79,Cancelled,17,2025-01-10 17:00:00,Jan,1,Q1
ORD00486,2025-09-03,CUST0164,EMP001,Ahmedabad,Home & Kitchen,Water Bottle,2,13963.04,0.05,13264.89,10031.32,3233.57,Cancelled,23,2025-09-03 23:00:00,Sep,9,Q3
ORD00487,2025-11-21,CUST0071,EMP008,Bengaluru,Home & Kitchen,Mixer Grinder,5,28611.1,0.05,27180.54,15815.66,11364.88,Cancelled,19,2025-11-21 19:00:00,Nov,11,Q4
ORD00488,2025-04-10,CUST0222,EMP009,Ahmedabad,Office Supplies,Notebook,3,3595.83,0.1,3236.25,2796.39,439.86,Delayed,71,2025-04-12 23:00:00,Apr,4,Q2
ORD00489,2025-10-17,CUST0126,EMP004,Ahmedabad,Electronics,Keyboard,2,13084.58,0.1,11776.12,9549.9,2226.22,Completed,23,2025-10-17 23:00:00,Oct,10,Q4
ORD00490,2025-06-29,CUST0145,EMP001,Chennai,Beauty,Shampoo,1,1905.1,0.2,1524.08,1026.31,497.77,Delayed,73,2025-07-02 01:00:00,Jun,6,Q2
ORD00491,2025-08-11,CUST0176,EMP001,Pune,Fashion,Jacket,2,5701.5,0.25,4276.12,3146.06,1130.06,Cancelled,18,2025-08-11 18:00:00,Aug,8,Q3
ORD00492,2025-09-07,CUST0152,EMP003,Chennai,Electronics,Keyboard,3,20971.83,0.05,19923.24,11268.93,8654.31,Completed,26,2025-09-08 02:00:00,Sep,9,Q3
ORD00493,2025-05-27,CUST0182,EMP005,Ahmedabad,Home & Kitchen,Cookware Set,1,4629.99,0.1,4166.99,2348.54,1818.45,Pending,7,2025-05-27 07:00:00,May,5,Q2
ORD00494,2025-04-06,CUST0085,EMP005,Ahmedabad,Office Supplies,File Folder,4,29322.0,0.25,21991.5,13915.42,8076.08,Delayed,58,2025-04-08 10:00:00,Apr,4,Q2
ORD00495,2025-09-14,CUST0121,EMP009,Bengaluru,Office Supplies,Pen Set,1,1928.84,0.05,1832.4,1424.88,407.52,Completed,20,2025-09-14 20:00:00,Sep,9,Q3
ORD00496,2025-11-21,CUST0129,EMP010,Delhi,Fashion,Jeans,4,20899.8,0.15,17764.83,14766.28,2998.55,Cancelled,3,2025-11-21 03:00:00,Nov,11,Q4
ORD00497,2025-01-04,CUST0006,EMP002,Pune,Office Supplies,Desk Organizer,1,849.65,0.05,807.17,592.89,214.28,Completed,43,2025-01-05 19:00:00,Jan,1,Q1
ORD00498,2025-01-16,CUST0183,EMP002,Delhi,Office Supplies,Notebook,7,38636.92,0.1,34773.23,25231.59,9541.64,Pending,2,2025-01-16 02:00:00,Jan,1,Q1
ORD00499,2025-10-07,CUST0038,EMP006,Delhi,Electronics,Wireless Mouse,3,19551.48,0.05,18573.91,12681.56,5892.35,Completed,6,2025-10-07 06:00:00,Oct,10,Q4
ORD00500,2025-12-02,CUST0116,EMP009,Delhi,Beauty,Hair Dryer,3,15102.51,0.2,12082.01,7289.41,4792.6,Delayed,58,2025-12-04 10:00:00,Dec,12,Q4
ORD00501,2025-09-04,CUST0102,EMP001,Pune,Fashion,Sneakers,1,2373.03,0.1,2135.73,1258.07,877.66,Completed,29,2025-09-05 05:00:00,Sep,9,Q3
ORD00502,2025-09-15,CUST0008,EMP009,Delhi,Electronics,Headphones,7,2881.97,0.0,2881.97,2308.53,573.44,Completed,26,2025-09-16 02:00:00,Sep,9,Q3
ORD00503,2025-06-09,CUST0218,EMP009,Pune,Beauty,Moisturizer,2,2294.8,0.05,2180.06,1866.3,313.76,Completed,9,2025-06-09 09:00:00,Jun,6,Q2
ORD00504,2025-12-06,CUST0207,EMP009,Mumbai,Electronics,Power Bank,3,16038.69,0.1,14434.82,10122.18,4312.64,Completed,31,2025-12-07 07:00:00,Dec,12,Q4
ORD00505,2025-06-01,CUST0078,EMP005,Ahmedabad,Electronics,Headphones,4,31809.64,0.25,23857.23,18313.22,5544.01,Cancelled,17,2025-06-01 17:00:00,Jun,6,Q2
ORD00506,2025-06-27,CUST0055,EMP009,Kolkata,Office Supplies,Notebook,4,7498.24,0.15,6373.5,5428.76,944.74,Cancelled,23,2025-06-27 23:00:00,Jun,6,Q2
ORD00507,2025-06-12,CUST0228,EMP004,Bengaluru,Beauty,Moisturizer,5,31437.35,0.1,28293.62,16402.87,11890.75,Delayed,74,2025-06-15 02:00:00,Jun,6,Q2
ORD00508,2025-02-02,CUST0088,EMP002,Hyderabad,Fashion,Backpack,6,44309.22,0.05,42093.76,33854.28,8239.48,Delayed,74,2025-02-05 02:00:00,Feb,2,Q1
ORD00509,2025-06-28,CUST0010,EMP006,Delhi,Fashion,Sneakers,7,31495.59,0.1,28346.03,21360.14,6985.89,Completed,41,2025-06-29 17:00:00,Jun,6,Q2
ORD00510,2025-04-11,CUST0290,EMP004,Chennai,Beauty,Perfume,6,34430.22,0.15,29265.69,21877.57,7388.12,Delayed,69,2025-04-13 21:00:00,Apr,4,Q2
ORD00511,2025-09-25,CUST0164,EMP006,Mumbai,Office Supplies,File Folder,6,41732.28,0.15,35472.44,22934.29,12538.15,Completed,26,2025-09-26 02:00:00,Sep,9,Q3
ORD00512,2025-11-19,CUST0239,EMP003,Chennai,Home & Kitchen,Water Bottle,4,9306.56,0.05,8841.23,6858.01,1983.22,Cancelled,10,2025-11-19 10:00:00,Nov,11,Q4
ORD00513,2025-03-06,CUST0144,EMP006,Hyderabad,Electronics,Power Bank,5,13145.4,0.15,11173.59,9076.12,2097.47,Cancelled,9,2025-03-06 09:00:00,Mar,3,Q1
ORD00514,2025-06-17,CUST0018,EMP002,Pune,Office Supplies,Calculator,6,931.44,0.1,838.3,492.29,346.01,Completed,30,2025-06-18 06:00:00,Jun,6,Q2
ORD00515,2025-11-26,CUST0071,EMP002,Hyderabad,Beauty,Hair Dryer,6,49151.04,0.25,36863.28,26765.03,10098.25,Completed,4,2025-11-26 04:00:00,Nov,11,Q4
ORD00516,2025-02-12,CUST0175,EMP009,Chennai,Electronics,Wireless Mouse,1,7811.5,0.2,6249.2,3645.89,2603.31,Pending,12,2025-02-12 12:00:00,Feb,2,Q1
ORD00517,2025-02-13,CUST0288,EMP007,Ahmedabad,Fashion,Backpack,1,6534.15,0.15,5554.03,4654.0,900.03,Cancelled,5,2025-02-13 05:00:00,Feb,2,Q1
ORD00518,2025-10-12,CUST0299,EMP003,Ahmedabad,Home & Kitchen,Water Bottle,1,810.28,0.15,688.74,494.18,194.56,Completed,48,2025-10-14 00:00:00,Oct,10,Q4
ORD00519,2025-01-12,CUST0248,EMP001,Hyderabad,Fashion,T-Shirt,2,7773.3,0.05,7384.64,6030.51,1354.13,Completed,6,2025-01-12 06:00:00,Jan,1,Q1
ORD00520,2025-04-05,CUST0193,EMP008,Ahmedabad,Beauty,Moisturizer,6,6004.8,0.15,5104.08,3427.23,1676.85,Completed,40,2025-04-06 16:00:00,Apr,4,Q2
ORD00521,2025-10-29,CUST0268,EMP006,Bengaluru,Electronics,Power Bank,2,565.86,0.05,537.57,317.85,219.72,Completed,34,2025-10-30 10:00:00,Oct,10,Q4
ORD00522,2025-09-10,CUST0204,EMP007,Hyderabad,Beauty,Hair Dryer,5,26475.65,0.05,25151.87,14177.98,10973.89,Delayed,50,2025-09-12 02:00:00,Sep,9,Q3
ORD00523,2025-08-30,CUST0123,EMP009,Delhi,Electronics,Keyboard,7,57210.51,0.05,54349.98,34941.5,19408.48,Delayed,63,2025-09-01 15:00:00,Aug,8,Q3
ORD00524,2025-02-04,CUST0058,EMP005,Bengaluru,Office Supplies,Calculator,4,30755.8,0.15,26142.43,16485.34,9657.09,Pending,13,2025-02-04 13:00:00,Feb,2,Q1
ORD00525,2025-08-03,CUST0201,EMP001,Delhi,Home & Kitchen,Cookware Set,6,35807.4,0.0,35807.4,26315.44,9491.96,Completed,38,2025-08-04 14:00:00,Aug,8,Q3
